Sentence	Source	Additional rationale for open license	Sentence Quality Assurance Feedback (optional) O = satisfactory sentence, X = unsatisfactory sentence
我給我弟支援	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
叫他來我上班的地方	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
老師給他高分過關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我本來只打算買	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但是看在面子上又買了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
玩到現在	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我覺得非常滿意	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
劇情方面感覺非常之好	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
因此我有點擔心	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會不會玩不下去	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果會產生排斥	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
等下七點半	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有的遠距活動	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我國中同學	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有兩個人娶中國籍老婆	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
工專時認識的同校同學	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我都不知道的情況	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
事後才知道他結婚了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
偷偷摸摸的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
還留在馬來西亞生活	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
同學是馬來西亞華人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
已經有四個人都是外籍	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有多少人有個人頻道	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不知道是不是	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
從香港開始的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
開頻道自言自語	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
居然寫專文介紹	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
中職引領世界潮流	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我在推特上面看到	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
很多人在說	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好球帶很不一致	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
裁判會不會壓力很大	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全世界第一個開打	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
職業運動	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是台灣的職棒	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
外國運動彩券公司	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也在跟台灣接洽	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我的答案是	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
請給我一個方法	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我可以用這方法說話	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
每句話都不讓人不舒服	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
發生了問題	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我的也出問題	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
怎麼連這裡也受影響	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
前幾天也出過問題	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
昨天半夜很擔心	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會不會有公司	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
因為踩到雷	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
而引發金融海嘯	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
結果今天好像蠻平靜的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有人參加今年的研討會嗎？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全線上轉播	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
現在在馬路上	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不能隨便做壞事	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不然會被別人認出來	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
所謂的邊緣人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
你直播好幾個小時	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
連一個人都沒點擊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
唯一的點擊數字	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是自己點的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
前幾年的新聞教學	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有一場會後討論	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有人提到那年	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有學校老師	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
因為學生的家長是醫療人員	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不讓那個學生去學校	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
恐怖的資訊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會造成恐慌的心態	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
形成強烈的歧視行為	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
疫情剛爆發的時候	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我就想到這個回憶	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我一直在想	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
那天聽到的真實案例	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
記者採訪	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
叫別人臆測	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
然後寫成新聞稿	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
變成事實	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
自己完全不用負責任	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這次特價軟體	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
版面分頁了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
滿滿的十五頁	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
每頁二十四個遊戲	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大部分的都打到五折	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但請記得	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
並不是打折就是最便宜	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
